id,eye_id,start_timestamp,duration,start_index,end_frame,norm_pos_x,norm_pos_y,dispersion,avg_pupil_size,confidence
3,0,25028.60406892936,0.35008057011509663,25,34,0.4734841778261483,0.40874719001988336,0.87046233089,84.37751615876651,0.999622641509434
4,0,25028.988743971782,0.18311974840253242,35,41,0.4408037285534753,0.38384922664106896,0.917352741669,84.39621953777923,0.9992857142857143
5,0,25029.642403026766,0.28659204665382276,55,63,0.5177043403818328,0.4424327207651606,0.958208838054,84.35995875352894,1.0
6,0,25029.92899507342,0.3366205712118244,63,73,0.5122967213148637,0.4253225831117209,0.898273589583,85.39807332658083,1.0
7,0,25030.265615644632,0.18662865387886995,73,78,0.5030081129947994,0.40218580772145224,0.953121143721,86.48386321094526,0.9993103448275861
8,0,25031.13801186998,0.15344458623440005,99,104,0.4590280406349943,0.5646962883795654,0.945989679315,84.71794255255769,1.0
9,0,25031.291456456216,0.3053290887182811,104,113,0.4631237411186585,0.5653837782137127,0.922794587106,86.25359337428449,1.0
10,0,25031.62985756709,0.16035484207168338,114,119,0.45277629112643114,0.5918875871169348,0.950201325304,87.31174680499447,1.0
11,0,25032.650179283046,0.16853715633624233,144,149,0.5305553147246383,0.48475184300944935,0.954899505827,89.81607319241101,1.0
12,0,25032.818716439382,0.5376896220222989,149,165,0.524913360551827,0.48848362249297506,0.619416582189,89.61054392477706,0.9996296296296294
13,0,25033.558362281554,0.15334237680144724,172,176,0.37091391702330023,0.5899863608255257,0.969786560514,85.22096777799973,0.9991666666666666
14,0,25033.87935507301,0.18331903541547945,181,187,0.41668131333437525,0.6213229735421091,0.976995042128,84.99756674257318,1.0
15,0,25034.062674108427,0.5156480933437706,187,202,0.41979884395859207,0.6315341806213709,0.654981480177,85.8588155810071,0.9939862885037412
16,0,25034.7661102271,0.18359636938475887,207,212,0.5879431907141449,0.5545097684717695,0.922436903117,88.93168276342651,1.0
17,0,25035.20484123069,0.38736841069476213,219,230,0.5242273233282988,0.5505905946144867,0.996376281993,86.90323663159042,1.0
18,0,25035.592209641385,0.3179130373064254,230,240,0.5251876267287027,0.5562974896045821,0.514416665834,86.70694576278636,0.9995833333333334
19,0,25036.143225406442,0.18337719643386663,247,252,0.4029779171613071,0.5863922211029603,0.933663231951,85.38606638467841,0.9992857142857143
20,1,25036.48762073714,0.5241229233070044,257,273,0.42977383203887454,0.5834232538688162,0.997916394146,73.0295736754895,1.0
21,1,25037.01174366045,0.3401412371895276,273,283,0.42060657185406186,0.5926264189359974,0.682866005387,73.90800931369809,0.9998039215686275
22,1,25037.37968607762,0.16701470618863823,284,289,0.5740275951463782,0.6155961712479042,0.900082140421,72.65971763418908,0.9980769230769231
23,1,25037.632325775252,0.2206720933172619,291,298,0.5379424502790019,0.593210060725667,0.924336786124,72.87907703844337,1.0
24,0,25037.97962124519,0.4165124259307049,301,314,0.5461823143080141,0.6140918418465823,0.965657015142,87.07007538596811,1.0
25,0,25038.39613367112,0.3663494040229125,314,324,0.5461255165079112,0.6245881870775118,0.551112776673,87.76914328283173,0.9992000000000002
26,1,25039.316460347873,0.6507219236227684,340,357,0.4278624206665336,0.5374557263288602,0.992886276968,74.37873462016816,1.0
27,0,25040.732733928744,0.2482697097439086,377,384,0.5724898619274812,0.46943945766265505,0.916466727922,90.91496986543896,0.9997368421052633
28,0,25040.981003638488,0.33596647359081544,384,392,0.5861874481112623,0.4718433755636303,0.592622974276,91.31684911863313,0.9919898687224092
29,0,25041.510087568255,0.16650879086591885,397,402,0.37079204964449247,0.5273913775677973,0.959430009348,86.28796138368116,0.9962481887972833
30,0,25041.856910693758,0.16738120612353669,407,412,0.4207977744970356,0.54173999249166,0.931839229408,86.83250557937717,1.0
31,0,25042.02429189988,0.3513306043278135,412,423,0.4214068884868623,0.550025164007263,0.949920848727,88.00766795804346,1.0
32,0,25043.019600743435,0.17023622781562153,442,447,0.6128075200465228,0.67591546002181,0.992902425377,89.13228975383208,1.0
33,0,25043.18983697125,0.22582426135340938,447,454,0.612156381280879,0.6869418348894454,0.367683225209,88.89049931789901,0.9994285714285716
34,0,25043.470708924637,0.17898475668334868,455,461,0.38019309756248726,0.5253154444565554,0.545799470904,86.33982303348331,0.996527765472947
35,0,25043.68585679047,0.15279647578427102,462,466,0.3862486489771955,0.48488115618044875,0.963973603055,87.85005075872652,1.0
36,0,25043.838653266255,0.23563871915757773,466,473,0.3930574568270349,0.4822324162351943,0.975689436274,88.31783746471181,0.9929172461455633
37,0,25044.087715419853,0.1678920394697343,474,479,0.41223792573557716,0.4945439597096607,0.977768719665,88.3545254279628,0.9999466376275901
38,0,25044.255607459323,0.3087772672515712,479,488,0.419907281398214,0.5003400758413659,0.982174736665,88.09792280430155,0.9941115945655162
39,0,25044.564384726575,0.3782138238493644,488,499,0.4278560082935176,0.513298610587898,0.734010682445,89.0437723095859,0.9998245614035088
40,0,25044.942598550424,0.5980971083699842,499,517,0.4426683200520211,0.5270728541002466,0.706966753889,88.88058751102868,0.9995903765365568
41,0,25045.936284445008,0.20773532973908004,529,535,0.6156115237258188,0.5867967164733193,0.996566935871,89.77704514351316,1.0
42,0,25046.144019774747,0.2846509227056231,535,544,0.6183453119404199,0.5857561211098378,0.916445493736,88.808191081679,1.0
43,0,25046.963997741987,0.1584720929749892,558,562,0.39745637333229766,0.4693757065020498,0.993164294409,86.42375289351165,0.9968248693839896
44,0,25047.12246983496,0.49571426005422836,562,576,0.40566699197343986,0.4819493582829245,0.996205778553,85.81126369027409,0.9934817283134112
45,0,25047.618184095016,0.20625692800240358,576,582,0.40615902912407165,0.4923126666584023,0.852825486792,84.13537211478594,1.0
46,0,25048.30894496086,0.47351043648450286,595,607,0.5884632810165262,0.4615470312007122,0.871700058695,86.34526119442037,0.9985954860795577
47,1,25049.34551327269,0.14700368124613306,623,628,0.40151109186390677,0.4731635998342466,0.985469786801,71.37669111135119,0.9918560966932873
48,1,25049.492516953935,0.25539272371679544,628,636,0.41201455292062594,0.4804332653430275,0.996821394798,71.806986824668,1.0
49,1,25049.74790967765,0.18069815458511584,636,641,0.41993340948274555,0.48965689112822186,0.927867104186,71.55959610075247,1.0
50,1,25049.928607832237,0.4370672136101348,641,654,0.43012510885856486,0.49746512206083254,0.861154247371,70.69648885279372,0.9944644426224292
51,1,25050.365675045847,0.223463822134363,654,661,0.4235161023964653,0.49603842757587285,0.764345787431,70.20176249106264,1.0
52,1,25051.813682303997,0.20442335917323362,697,703,0.556458798569149,0.6980618849604395,0.973124636335,66.59128908926972,1.0
53,1,25052.01810566317,0.41821983667250606,703,716,0.5528417069848199,0.6962342740853313,0.980809192531,67.38354515230216,1.0
54,1,25052.436325499842,0.3159920131256513,716,725,0.5353111466310816,0.6891321264521446,0.430790829443,68.39942796714273,1.0
